Entity Type,License Number,Sidewalk Cafe Type,Lic Area Sq Ft,Entity Name,Camis Trade Name,Address Street Name,Street Address,Address Location,Address Zip Code,Camis Phone Number,Location 1
SIDEWALK CAFE,1077945,Unenclosed,722,BANJARA DINING INC,,EAST SIXTH STREET,344 EAST SIXTH STREET,,10003,2124775956,"344 SIXTH STREET
NEW YORK, NY 10003
(40.72693846986774, -73.98749075837055)"
SIDEWALK CAFE,1078735,Unenclosed,936,EMEL SOAN CORP,ATHENS CAFE,30 AVENUE,32-07 30 AVENUE,,11102,7186262164,"32 07 30 AVENUE
QUEENS, NY 11102
(40.77152402451418, -73.92643545073543)"
SIDEWALK CAFE,1079412,Unenclosed,195,C.A.P. RESTAURANT CORP.,,WEST   48 STREET,303 WEST   48 STREET,,10036,2125864853,"303 48 STREET
NY, NY 10036
(40.7611043403546, -73.98709884784006)"
SIDEWALK CAFE,1079876,Unenclosed,427,PANEANTICO BAKERY CAFE INC,,3 AVENUE,9124 3 AVENUE,,11209,7186802347,"9124 3 AVENUE
BROOKLYN, NY 11209
(40.61955057576124, -74.03270927207568)"
SIDEWALK CAFE,1080119,Unenclosed,89,"172 BLEEKER ST. REST., INC",,SULLIVAN STREET,190 SULLIVAN STREET,,10012,2125050657,"190 SULLIVAN STREET
NEW YORK, NY 10012
(40.7285071149708, -74.00071485351239)"
SIDEWALK CAFE,1083827,Unenclosed,340,176 8TH AVENUE CORP.,NISOS RESTAURANT,8 AVENUE,176 8 AVENUE,,10011,6463368121,"176 8 AVENUE
NEW YORK, NY 10011
(40.74273486170159, -74.0003419278791)"
SIDEWALK CAFE,1085915,Enclosed,285,IXHEL CORPORATION,CAFE FRIDA,COLUMBUS AVENUE,368 COLUMBUS AVENUE,,10024,2127122929,"368 COLUMBUS AVENUE
NEW YORK, NY 10024
(40.781023467294595, -73.97619160700835)"
SIDEWALK CAFE,1087174,Unenclosed,269,953 ASSOCIATES LLC,,NINTH AVENUE,798 NINTH AVENUE,,10019,2127657080,"798 NINTH AVENUE
NEW YORK, NY 10019
(40.76528086497615, -73.98762551438477)"
SIDEWALK CAFE,1092103,Unenclosed,80,"RAJMAR HOLDINGS, INC.",HUDSON BAR AND BOOKS,HUDSON STREET,636 HUDSON STREET,,10014,2123559888,"636 HUDSON STREET
NEW YORK, NY 10014
(40.738728961957506, -74.00545310146136)"
SIDEWALK CAFE,1094184,Unenclosed,565,DANA'S LLC,,9 AVENUE,630 9 AVENUE,,10036,2123332323,"630 9 AVENUE
NEW YORK, NY 10036
(40.75999274901747, -73.99144337685128)"
SIDEWALK CAFE,1095291,Unenclosed,461,CINQUE FRATELLI INC,ACQUISTA TRATTORIA,UNION TURNPIKE,178-01 UNION TURNPIKE,,11366,7189691411,"178 01 UNION TURNPIKE
FLUSHING, NY 11366
(40.72816440726166, -73.79226817393703)"
SIDEWALK CAFE,1095967,Unenclosed,360,LIVING BREAD LLC,CILANTRO,1 AVENUE,1321 1 AVENUE,,10021,2127224242,"1321 1 AVENUE
NEW YORK, NY 10021
(40.766998570052124, -73.95658091793337)"
SIDEWALK CAFE,1096363,Unenclosed,197,THIRD AVE. REST. INC.,JAKES' DILEMMA,AMSTERDAM AVENUE,430 AMSTERDAM AVENUE,,10024,2127379391,"430 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.784247566574095, -73.97751713477544)"
SIDEWALK CAFE,1097153,Unenclosed,162,RAGUBOY CORP.,,EAST    2 STREET,156 EAST    2 STREET,,10009,2124777600,"156 2 STREET
NEW YORK, NY 10009
(40.722814878752615, -73.98535022965069)"
SIDEWALK CAFE,1097155,Unenclosed,480,BAR GIACOSA CORP,,SIXTH AVENUE,268 SIXTH AVENUE,,10014,2129822498,"268 SIXTH AVENUE
NEW YORK, NY 10014
(40.72921805160121, -74.00241936176678)"
SIDEWALK CAFE,1097651,Unenclosed,157,THE ORIGINAL HOMESTEAD RESTAURANT INC,,9TH AVENUE,59 9TH AVENUE,,10011,2122429040,"59 9TH AVENUE
NEW YORK, NY 10011
(40.741293614882146, -74.00523516831409)"
SIDEWALK CAFE,1100598,Unenclosed,200,ZANZIBAR LLC,XIE XIE,9 AVENUE,645 9 AVENUE,,10036,2129579197,"645 9 AVENUE
NEW YORK, NY 10036
(40.76043781459542, -73.99120690947532)"
SIDEWALK CAFE,1101185,Unenclosed,384,"MOULINAS, LLC",,SMITH STREET,128 SMITH STREET,,11201,7189230918,"128 SMITH STREET
BROOKLYN, NY 11201
(40.687349178538916, -73.99004525014364)"
SIDEWALK CAFE,1101272,Unenclosed,126,659 REST. INC,,NINTH AVENUE,659 NINTH AVENUE,,10036,2122627755,"659 NINTH AVENUE
NEW YORK, NY 10036
(40.76077526160935, -73.99093501945259)"
SIDEWALK CAFE,1101999,Unenclosed,298,RDK RESTAURANT CORP.,BISTRO LES AMIS,SPRING STREET,180 SPRING STREET,,10012,2122268645,"180 SPRING STREET
NEW YORK, NY 10012
(40.72482036687791, -74.0025092939697)"
SIDEWALK CAFE,1102405,Unenclosed,328,S & P 66 INC,LIME LEAF,BROADWAY,2799 BROADWAY,108 STREET,10025,9174328500,"2799 BROADWAY
NEW YORK, NY 10025
(40.80296588109922, -73.96773046605493)"
SIDEWALK CAFE,1102443,Unenclosed,162,"COSMIC CANTINA, INC.",COSMIC CANTINA,3 AVENUE,101 3 AVENUE,,10003,4159949459,"101 3 AVENUE
NEW YORK, NY 10003
(40.7326062845577, -73.98764150363601)"
SIDEWALK CAFE,1102989,Unenclosed,532,ZUMSCHNEIDER CORP,,AVENUE C,107-109 AVENUE C,,10009,2125981098,"107 109 AVENUE
NEW YORK, NY 10009
(40.72664935898081, -73.97911148500697)"
SIDEWALK CAFE,1103058,Unenclosed,271,CALIENTE TEQUILA GRILL LLC,CALIENTE GRILL,BLEECKER STREET,282 BLEECKER STREET,A/K/A 59 7 AVE SO,10014,2126755265,"282 BLEECKER STREET
NEW YORK, NY 10014
(40.73183507870647, -74.00334566345697)"
SIDEWALK CAFE,1103083,Unenclosed,125,GROUBEN FOOD CORP.,,3 AVENUE,515 3 AVENUE,,10016,2125323300,"515 3 AVENUE
NEW YORK, NY 10016
(40.74612530575206, -73.97784089070603)"
SIDEWALK CAFE,1103409,Unenclosed,168,"VERB, INC.",,BEDFORD AVENUE,218 BEDFORD AVENUE,,11211,7185990977,"218 BEDFORD AVENUE
BROOKLYN, NY 11211
(40.71673610367515, -73.95895621656251)"
SIDEWALK CAFE,1103658,Unenclosed,200,CMR CORP,,COLUMBUS AVENUE,249-251 COLUMBUS AVENUE,,10023,2125799929,"249 251 COLUMBUS AVENUE
NEW YORK, NY 10023
(40.774536138232236, -73.97994335610099)"
SIDEWALK CAFE,1103683,Unenclosed,394,"KRILIC ENTERPRISES, INC.",,33 STREET,30-95 33 STREET,,11102,7182672735,"30 95 33 STREET
QUEENS, NY 11102
(40.77152402451418, -73.92643545073543)"
SIDEWALK CAFE,1103693,Unenclosed,235,"MANNAGGIA, INC.",,FIRST AVENUE,163 FIRST AVENUE,,10003,2123881190,"163 FIRST AVENUE
NEW YORK, NY 10003
(40.728930268551835, -73.98434298897786)"
SIDEWALK CAFE,1103699,Unenclosed,188,ARKADY INC.,,SECOND AVENUE,1484 SECOND AVENUE,,10075,2122495103,"1484 SECOND AVENUE
NEW YORK, NY 10075
(40.772241617482905, -73.95583448064906)"
SIDEWALK CAFE,1103740,Unenclosed,161,513 THIRD REST. LTD,,3 AVENUE,513 3 AVENUE,,10016,2126890058,"513 3 AVENUE
NEW YORK, NY 10016
(40.74607134643031, -73.9778768635872)"
SIDEWALK CAFE,1103894,Enclosed,341,31ST STREET PIZZA PALACE INC,,DITMARS BOULEVARD,29-29 DITMARS BOULEVARD,,11105,7187281060,"29 29 DITMARS BOULEVARD
ASTORIA, NY 11105
(40.780092072491186, -73.90960650023976)"
SIDEWALK CAFE,1104424,Unenclosed,249,"160 BISTRO, INC.",,7 AVENUE,160 7 AVENUE,,10011,2123664100,"160 7 AVENUE
NY, NY 10011
(40.74202439729845, -73.99715832789536)"
SIDEWALK CAFE,1105401,Unenclosed,339,52 RESTAURANT GROUP CORP.,OPAL,EAST   52 STREET,251 EAST   52 STREET,,10022,2125934321,"251 52 STREET
NEW YORK, NY 10022
(40.7566171599577, -73.96867806062862)"
SIDEWALK CAFE,1106418,Unenclosed,243,60TH STREET RESTAURANT CORP.,PATSY'S,EAST 60 STREET,206 EAST 60 STREET,,10022,2126885916,"206 60 STREET
NEW YORK, NY 10022
(40.76195337346775, -73.96561011110754)"
SIDEWALK CAFE,1106426,Unenclosed,360,"HARU TOO, INC.",HARU SAKE BAR,THIRD AVENUE,1327 THIRD AVENUE,,10021,2125131988,"1327 THIRD AVENUE
NEW YORK, NY 10021
(40.77225960392349, -73.95878425690512)"
SIDEWALK CAFE,1106438,Enclosed,309,N.N.M. REST. CORP.,BRASSERIE 360,EAST   60 STREET,200 EAST   60 STREET,,10022,2126888868,"200 60 STREET
NEW YORK, NY 10022
(40.76212551749767, -73.96607372754764)"
SIDEWALK CAFE,1109238,Unenclosed,154,IL BUCO CORP.,,BOND STREET,47 BOND STREET,,10012,2125331932,"47 BOND STREET
NEW YORK, NY 10012
(40.7262824743866, -73.99347669817425)"
SIDEWALK CAFE,1109467,Unenclosed,420,505-23 BAR INC,THE HALF KING,WEST   23 STREET,505-507 WEST   23 STREET,,10011,2124624300,"505 507 WEST 23 STREET
NEW YORK, NY 10011
(40.74471526669623, -74.00460000028977)"
SIDEWALK CAFE,1109932,Unenclosed,481,THE WESTSIDE OF BROADWAY REST GROUP INC.,,BROADWAY,2737 BROADWAY,,10025,2126637010,"2737 BROADWAY
NEW YORK, NY 10025
(40.800454795505345, -73.968143692378)"
SIDEWALK CAFE,1110042,Enclosed,280,C & C FIRST AVE CORP.,BAR COASTAL,1 AVENUE,1495 1 AVENUE,,10075,2122886635,"1495 1 AVENUE
NEW YORK, NY 10075
(40.77178296324797, -73.95309154845967)"
SIDEWALK CAFE,1110366,Unenclosed,63,THE OTHEROOM INC.,,PERRY STREET,143 PERRY STREET,,10014,2126459758,"143 PERRY STREET
NEW YORK, NY 10014
(40.73485680072491, -74.00796817868758)"
SIDEWALK CAFE,1110383,Unenclosed,140,ANOTHEROOM INC.,,WEST BROADWAY,249 WEST BROADWAY,,10013,2122261418,"249 BROADWAY
NEW YORK, NY 10013
(40.71981135948726, -74.00578094719008)"
SIDEWALK CAFE,1111757,Enclosed,280,EL CONDE REST. CORP.,EL CONDE RESTAURANT,BROADWAY,4139 BROADWAY,,10033,2127813231,"4139 BROADWAY
NEW YORK, NY 10033
(40.84620321239999, -73.93849350096049)"
SIDEWALK CAFE,1113412,Enclosed,243,1111 AVE K INC.,,AVENUE K,1111 AVENUE K,,11230,7186773033,"1111 AVENUE
BROOKLYN, NY 11230
(40.62192951023877, -73.96551106018723)"
SIDEWALK CAFE,1116343,Unenclosed,237,REBA REALTY CORP.,,NORTH MOORE STREET,16 NORTH MOORE STREET,,10013,2129410142,"16 MOORE STREET
NEW YORK, NY 10013
(40.719770506098854, -74.00686554410684)"
SIDEWALK CAFE,1120325,Enclosed,210,YIANNI'S CAFE INC,,STEINWAY STREET,31-91 STEINWAY STREET,,11103,7187281133,"31 91 STEINWAY STREET
ASTORIA, NY 11103
(40.76286893025696, -73.91327185810974)"
SIDEWALK CAFE,1120483,Unenclosed,266,1 & 3 ON 5TH CORP,FABIANE'S CAFE & PASTRY,NORTH    5 STREET,142 NORTH    5 STREET,,11211,7182189632,"142 5 STREET
BROOKLYN, NY 11211
(40.716690325417076, -73.95889489759621)"
SIDEWALK CAFE,1125981,Unenclosed,820,RENOLTA LLC,,WEST   79 STREET,201 WEST   79 STREET,,10024,9172082174,"201 79 STREET
NEW YORK, NY 10024
(40.78320260973434, -73.97835560138569)"
SIDEWALK CAFE,1127935,Unenclosed,270,156 SEVENTH AVE GROUP LLC,ELMO,SEVENTH AVENUE,156 SEVENTH AVENUE,,10011,2123378000,"156 SEVENTH AVENUE
NEW YORK, NY 10011
(40.74187151255347, -73.99726624653891)"
SIDEWALK CAFE,1132655,Unenclosed,101,AJ EASTSIDE INC,FETCH,THIRD AVENUE,1649 THIRD AVENUE,,10128,2124239302,"1649 THIRD AVENUE
NEW YORK, NY 10128
(40.782841079998974, -73.95101069681128)"
SIDEWALK CAFE,1132659,Unenclosed,290,HOT BREAD OF 104TH ST INC,HOT & CRYSPY,BROADWAY,2724 BROADWAY,,10025,2122740442,"2724 BROADWAY
NEW YORK, NY 10025
(40.79985080378242, -73.96804727380692)"
SIDEWALK CAFE,1133124,Unenclosed,193,1262 AMSTERDAM CAFE INC,,AMSTERDAM AVENUE,1262 AMSTERDAM AVENUE,,10027,2122882937,"1262 AMSTERDAM AVENUE
NEW YORK, NY 10027
(40.81073154758855, -73.95824169431991)"
SIDEWALK CAFE,1133422,Unenclosed,210,BLUE SMOKE LLC,,EAST   27 STREET,116 EAST   27 STREET,,10016,2124477733,"116 27 STREET
NEW YORK, NY 10016
(40.74235714644925, -73.98371346355736)"
SIDEWALK CAFE,1133602,Unenclosed,862,Y.N.L.C. CAFE CORP.,,30 AVENUE,35-27 30 AVENUE,,11103,7182786967,"35 27 30 AVENUE
QUEENS, NY 11103
(40.76286893025696, -73.91327185810974)"
SIDEWALK CAFE,1133801,Unenclosed,295,PISTICCI RESTAURANT CORP,PISTICCI RESTAURANT,LASALLE STREET,125 LASALLE STREET,,10027,2129323500,"125 LASALLE STREET
NEW YORK, NY 10027
(40.81394174943862, -73.96002899342801)"
SIDEWALK CAFE,1133898,Unenclosed,323,FIDDLESTICKS LLC,,GREENWICH AVENUE,54-56 GREENWICH AVENUE,,10011,2124630516,"54 56 GREENWICH AVENUE
NEW YORK, NY 10011
(40.74471526669623, -74.00460000028977)"
SIDEWALK CAFE,1133916,Unenclosed,298,TEN ELEVEN HOLDINGS L.L.C.,PENCIL FACTORY,FRANKLIN STREET,142 FRANKLIN STREET,,11222,7186095858,"142 FRANKLIN STREET
BROOKLYN, NY 11222
(40.72986594053074, -73.95757574359082)"
SIDEWALK CAFE,1133929,Unenclosed,271,SKIPWELL CORP,BISTRO TEN EIGHTEEN,AMSTERDAM AVENUE,1018 AMSTERDAM AVENUE,,10025,2126627600,"1018 AMSTERDAM AVENUE
NEW YORK, NY 10025
(40.802975016469574, -73.96390132217415)"
SIDEWALK CAFE,1134143,Unenclosed,160,"S.I.A.E.A.1,INC.",K H AMAZON CAFE,QUENTIN ROAD,1123 QUENTIN ROAD,,11229,7183828360,"1123 QUENTIN ROAD
BROOKLYN, NY 11229
(40.60790078924288, -73.96168989545271)"
SIDEWALK CAFE,1135217,Unenclosed,129,BUONA NOTTE INC,BUONA NOTTE INC,MULBERRY STREET,120 MULBERRY STREET,,10013,2129651111,"120 MULBERRY STREET
NEW YORK, NY 10013
(40.717823641489986, -73.99812060246671)"
SIDEWALK CAFE,1135221,Unenclosed,58,LUPI LLC,,EAST   85 STREET,347 EAST   85 STREET,,10028,2125173118,"347 85 STREET
NEW YORK, NY 10028
(40.776737194191526, -73.95109476043709)"
SIDEWALK CAFE,1135398,Unenclosed,185,"COBRA CATERERS, INC",DUBLIN 6/TOPSY,HUDSON STREET,575 HUDSON STREET,,10014,6466382900,"575 HUDSON STREET
NEW YORK, NY 10014
(40.736106858345636, -74.00590873124048)"
SIDEWALK CAFE,1135504,Unenclosed,91,206 7TH AVE CORP,SALSA Y SALSA MEXICAN KITCHEN,7 AVENUE,206 7 AVENUE,,10011,6463423298,"206 7 AVENUE
NEW YORK, NY 10011
(40.74362480925161, -73.9960140908879)"
SIDEWALK CAFE,1135513,Unenclosed,105,REGIONAL THAI LTD,,7 AVENUE,208 7 AVENUE,,10011,2128079872,"208 7 AVENUE
NEW YORK, NY 10011
(40.743682447611434, -73.99597182275735)"
SIDEWALK CAFE,1135770,Unenclosed,36,MRG RESTAURANT CORP,,MULBERRY STREET,122 MULBERRY STREET,,10013,7185918112,"122 MULBERRY STREET
NEW YORK, NY 10013
(40.71786860759141, -73.99809362280587)"
SIDEWALK CAFE,1135863,Unenclosed,220,NARITA JAPANESE RESTAURANT INC.,,70 ROAD,107-08 70 ROAD,,11375,7182632999,"107 08 70 ROAD
FOREST HILLS, NY 11375
(40.720707263029794, -73.84628429608335)"
SIDEWALK CAFE,1136163,Unenclosed,85,LENOX ROOM CORP,,THIRD AVENUE,1278 THIRD AVENUE,,10021,2127720404,"1278 THIRD AVENUE
NEW YORK, NY 10021
(40.77072930800743, -73.95992840352812)"
SIDEWALK CAFE,1136223,Unenclosed,170,A. VENIERO INC.,VENIERO'S PASTICCERIA & CAFE,EAST   11 STREET,342 EAST   11 STREET,,10003,2126747070,"342 11 STREET
NEW YORK CITY, NY 10003
(40.7299170399347, -73.98537428829303)"
SIDEWALK CAFE,1136669,Unenclosed,417,62 &  1ST LLC,MERCHANTS NY,FIRST AVENUE,1125 FIRST AVENUE,,10065,2128714000,"1125 FIRST AVENUE
NEW YORK, NY 10065
(40.76128586578009, -73.9607959893368)"
SIDEWALK CAFE,1137714,Unenclosed,575,"FIORELLO'S ROMAN CAFE, INC.",,LINCOLN PLAZA,1 LINCOLN PLAZA,,10023,2125955330,"1 LINCOLN PLAZA
NEW YORK, NY 10023
(40.60484759929123, -74.06874064929302)"
SIDEWALK CAFE,1138270,Unenclosed,147,LE-SE AMSTERDAM 732 RESTAURANT INC.,DIVE BAR,AMSTERDAM AVENUE,732 AMSTERDAM AVENUE,,10025,2127494358,"732 AMSTERDAM AVENUE
NEW YORK, NY 10025
(40.79385232584701, -73.9705114161672)"
SIDEWALK CAFE,1138459,Unenclosed,688,MA. VI. DO. REST. INC.,MEDITERRANEO,2 AVENUE,1260 2 AVENUE,,10065,2127347407,"1260 2 AVENUE
NEW YORK, NY 10065
(40.7649368707099, -73.96112084844971)"
SIDEWALK CAFE,1139326,Unenclosed,144,"44 AND 9TH RESTAURANT, INC.",,NINTH AVENUE,623 NINTH AVENUE,,10036,2122656777,"623 NINTH AVENUE
NEW YORK, NY 10036
(40.759830973478586, -73.99160951097457)"
SIDEWALK CAFE,1139335,Unenclosed,243,THE 8801 CORP,,THIRD AVENUE,8801 THIRD AVENUE,,11209,7184925095,"8801 THIRD AVENUE
BROOKLYN, NY 11209
(40.62202615848288, -74.03161261078446)"
SIDEWALK CAFE,1139454,Unenclosed,360,TALIAS RESTAURANT GROUP LLC,,AMSTERDAM AVENUE,668 AMSTERDAM AVENUE,,10025,2125803770,"668 AMSTERDAM AVENUE
NEW YORK, NY 10025
(40.79188327963856, -73.97199737705657)"
SIDEWALK CAFE,1139506,Unenclosed,219,"DUNMORE NEW YORK, INC.",JAKE'S SALOON,TENTH AVENUE,875 TENTH AVENUE,,10019,2123333100,"875 TENTH AVENUE
NEW YORK, NY 10019
(40.76930083444711, -73.98844389743147)"
SIDEWALK CAFE,1139678,Unenclosed,355,"THE ORIGINAL VINCENT'S, ESTABLISHED 1904 INC.",,MOTT STREET,119 MOTT STREET,,10013,2122268133,"119 MOTT STREET
NEW YORK, NY 10013
(40.71776968216824, -73.99715832789536)"
SIDEWALK CAFE,1141303,Unenclosed,99,"MARBAR, L.L.C.",LA PALAPA ROCKOLA,6 AVENUE,359 6 AVENUE,,10014,2125131988,"359 6 AVENUE
NEW YORK, NY 10014
(40.73220811036603, -74.00063365618401)"
SIDEWALK CAFE,1141700,Enclosed,692,23RD & 9TH RESTAURANT CORP,,WEST   23 STREET,368 WEST   23 STREET,,10011,2126915400,"368 23 STREET
NEW YORK, NY 10011
(40.746422082021695, -74.00112433804458)"
SIDEWALK CAFE,1141909,Unenclosed,66,"YAMASAK RESTAURANT, CORP.",LE FIGARO CAFE,BLEEKER STREET,174 BLEEKER STREET,,10012,5166250674,"174 BLEEKER STREET
NEW YORK, NY 10012
(40.728921275331516, -74.00068367025023)"
SIDEWALK CAFE,1141963,Unenclosed,183,INOVATIVE RESTAURANTS LLC,INOTECA,LUDLOW STREET,133 LUDLOW STREET,98 RIVINGTON STREET,10002,2126140473,"133 LUDLOW STREET
NEW YORK, NY 10002
(40.72020219772711, -73.98833706507614)"
SIDEWALK CAFE,1142044,Unenclosed,498,KRILIC ENTERPRISE INC,,33 STREET,30-95 33 STREET,,11102,7182672735,"30 95 33 STREET
QUEENS, NY 11102
(40.77152402451418, -73.92643545073543)"
SIDEWALK CAFE,1142288,Unenclosed,228,OLD HEIDELBERG CORP.,,SECOND AVENUE,1648 SECOND AVENUE,,10028,2126282332,"1648 SECOND AVENUE
NEW YORK, NY 10028
(40.77753862423549, -73.95197638914334)"
SIDEWALK CAFE,1142522,Unenclosed,489,MIDAN REST INC.,MORAN'S,10 AVENUE,146 10 AVENUE,,10011,2126273030,"146 10 AVENUE
NEW YORK, NY 10011
(40.74534289558653, -74.0058907447999)"
SIDEWALK CAFE,1142568,Unenclosed,361,SPARTAN SOUVLAKI CORP,SPARTAN SOUVLAKI,8 AVENUE,6818 8 AVENUE,,11220,7187485838,"6818 8 AVENUE
BROOKLYN, NY 11220
(40.63080107606167, -74.01447128134997)"
SIDEWALK CAFE,1142739,Unenclosed,192,LGR FIRST CORP,SIMONE ESSPRESSO & LITTLE BAR,1 AVENUE,134 1 AVENUE,,10009,2129826665,"134 1 AVENUE
NEW YORK, NY 10009
(40.72755850555485, -73.985287691226)"
SIDEWALK CAFE,1143227,Unenclosed,102,"JVC PIZZERIA, INC",,MULBERRY STREET,132A MULBERRY STREET,,10013,2122268306,"132A MULBERRY STREET
NEW YORK, NY 10013
(40.718588065214874, -73.99766194823178)"
SIDEWALK CAFE,1143675,Unenclosed,271,BREAD IN TRIBECA LLC,,CHURCH STREET,301 CHURCH STREET,,10013,2123348282,"301 CHURCH STREET
NEW YORK, NY 10013
(40.719472294491936, -74.00434405130181)"
SIDEWALK CAFE,1145512,Unenclosed,405,COFFEE PLACE CORP.,SUNFLOWER CAFE,QUENTIN ROAD,1223 QUENTIN ROAD,,11229,7183361340,"1223 QUENTIN ROAD
BROOKLYN, NY 11229
(40.608021994864266, -73.96073583352499)"
SIDEWALK CAFE,1145629,Unenclosed,264,"GRAND ENDEAVORS, INC",CLEM'S,GRAND STREET,264 GRAND STREET,,11211,7183879617,"264 GRAND STREET
BROOKLYN, NY 11211
(40.7133013977337, -73.95840388492438)"
SIDEWALK CAFE,1146560,Enclosed,112,ROMAGICA CORP.,CELESTE RESTAURANT,AMSTERDAM AVENUE,502 AMSTERDAM AVENUE,,10024,2125131988,"502 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78657681062998, -73.9758174161401)"
SIDEWALK CAFE,1147364,Enclosed,,HILLVIEW SPECIALITY FOOD INC,107 WEST RESTAURANT,BROADWAY,2787 BROADWAY,,10025,2128641555,"2787 BROADWAY
NEW YORK, NY 10025
(40.80250399012003, -73.96788256493512)"
SIDEWALK CAFE,1150943,Unenclosed,326,GROTTA AZZURRA INN INC.,,MULBERRY STREET,177 MULBERRY STREET,,10013,2129258775,"177 MULBERRY STREET
NEW YORK, NY 10013
(40.720459120381996, -73.99687462153831)"
SIDEWALK CAFE,1151949,Unenclosed,158,CALSHEA REST. CORP.,THE TRIPLE CROWN,7 AVENUE,330 7 AVENUE,,10001,2127361575,"330 7 AVENUE
NEW YORK, NY 10001
(40.74764515998157, -73.99308439910266)"
SIDEWALK CAFE,1157157,Unenclosed,320,"UNO OF ASTORIA, INC.",,35 AVENUE,37-11 35 AVENUE,,11101,6172185336,"37 11 35 AVENUE
QUEENS, NY 11101
(40.74570244980828, -73.93866902925225)"
SIDEWALK CAFE,1157473,Unenclosed,298,"BABU FOOD, INC.",,HUDSON STREET,468 HUDSON STREET,,10014,2126279191,"468 HUDSON STREET
NEW YORK, NY 10014
(40.73183444995576, -74.00654686641522)"
SIDEWALK CAFE,1157684,Unenclosed,812,UNION SQUARE CATERING FACILITY INC.,COFFEE SHOP,UNION SQUARE WEST,29 UNION SQUARE WEST,,10003,2122437969,"29 UNION SQUARE
NEW YORK, NY 10003
(40.736358668513844, -73.99090803979175)"
SIDEWALK CAFE,1158198,Unenclosed,134,412 AMSTERDAM CORP.,,AMSTERDAM AVENUE,412 AMSTERDAM AVENUE,,10024,2127871660,"412 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.7835910614927, -73.97800276867127)"
SIDEWALK CAFE,1158751,Unenclosed,145,RED MULBERRY LTD,SAMBUCA'S,MULBERRY STREET,105 MULBERRY STREET,,10013,2124310408,"105 MULBERRY STREET
NEW YORK, NY 10013
(40.71730591451807, -73.99850289466156)"
SIDEWALK CAFE,1159248,Unenclosed,1300,"675 HUDSON VAULT, LLC",,HUDSON STREET,675 HUDSON STREET,,10014,2125131988,"675 HUDSON STREET
NEW YORK, NY 10014
(40.740270215845584, -74.00528337692086)"
SIDEWALK CAFE,1159486,Unenclosed,64,"L'ATRE ENTERPRISES, INC",,BLEECKER STREET,314 BLEECKER STREET,,10014,2126759463,"314 BLEECKER STREET
NEW YORK, NY 10014
(40.732883397274556, -74.00399662046419)"
SIDEWALK CAFE,1159625,Unenclosed,87,ELI'S MANHATTAN WAREHOUSE INC.,,THIRD AVENUE,1411 THIRD AVENUE,,10028,2127722011,"1411 THIRD AVENUE
NEW YORK, NY 10028
(40.775151391691466, -73.95660125169407)"
SIDEWALK CAFE,1160306,Enclosed,344,"PS CAFE,INC",MY FAVARITE BISTRO,WEST   72 STREET,53 WEST   72 STREET,,10023,2123622187,"53 72 STREET
NEW YORK, NY 10023
(40.77734077338903, -73.97863229409177)"
SIDEWALK CAFE,1160579,Unenclosed,189,MESTIZO INC,,GREENWICH AVENUE,89 GREENWICH AVENUE,,10014,2126918080,"89 GREENWICH AVENUE
NEW YORK, NY 10014
(40.73726775269976, -74.00155410150364)"
SIDEWALK CAFE,1160619,Unenclosed,182,OLYMPIAN SUMMIT INC.,,STEINWAY STREET,35-25 STEINWAY STREET,,11101,7184722124,"35 25 STEINWAY STREET
LONG ISLND CITY, NY 11101
(40.74570244980828, -73.93866902925225)"
SIDEWALK CAFE,1160623,Unenclosed,357,"WOGIE'S, INC.",,GREENWICH AVENUE,39 GREENWICH AVENUE,,10014,6463733421,"39 GREENWICH AVENUE
NEW YORK, NY 10014
(40.73546833970482, -74.00044085330234)"
SIDEWALK CAFE,1160931,Unenclosed,140,MNY CHELSEA LLC,MERCHANTS NY,SEVENTH AVENUE,112 SEVENTH AVENUE,,10011,2123667267,"112 SEVENTH AVENUE
NEW YORK, NY 10011
(40.74024102692075, -73.9984929233543)"
SIDEWALK CAFE,1161434,Unenclosed,170,CARMINE RESTAURANT INC.,,MULBERRY STREET,125 MULBERRY STREET,,10013,2122266060,"125 MULBERRY STREET
NEW YORK, NY 10013
(40.71805373539042, -73.99801518539697)"
SIDEWALK CAFE,1161546,Unenclosed,127,30 E 30 ZANA INC,,EAST   30 STREET,30 EAST   30 STREET,,10016,2124813717,"30 30 STREET
NEW YORK, NY 10016
(40.74516932195915, -73.98469971814558)"
SIDEWALK CAFE,1161760,Unenclosed,222,TULSACE CORP,SEVEN ONE EIGHT,DITMARS BOULEVARD,35-01 DITMARS BOULEVARD,,11105,7182045553,"35 01 DITMARS BOULEVARD
ASTORIA, NY 11105
(40.780092072491186, -73.90960650023976)"
SIDEWALK CAFE,1161856,Unenclosed,800,JEC II. LLC,ONE LITTLE WEST 12,LITTLE WEST   12 STREET,40546 LITTLE WEST   12 STREET,,10014,2122559717,"40546 LITTLE WEST 12 STREET
NEW YORK, NY 10014
(40.739592909528035, -74.00635602712215)"
SIDEWALK CAFE,1161913,Unenclosed,190,REMEDY BAR GROUP LLC,UPTOWN,THIRD AVENUE,1576 THIRD AVENUE,,10128,2128581388,"1576 THIRD AVENUE
NEW YORK, NY 10128
(40.780470414051024, -73.95274980608855)"
